Ancestry,Heritage,Trait_1,Trait_2,Trait_3,Trait_4,Trait_5,Source,Hit_Points,Size,Speed_In_Feet,Ability_Boost_1,Ability_Boost_2,Ability_Boost_3,Ability_Flaws,Languages_1,Languages_2,Languages_3,Languages_4,Senses,Additional_Info,Description
Halfling,Changeling,Halfling,Humanoid,Changeling,Uncommon,None,APG 30,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Your mother was a hag. Your heterochromatic eyes are the most obvious signifier of this parentage, but you likely also have a slighter build, paler skin, and darker hair than most members of your other parent’s ancestry. You gain the changeling trait. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can select from changeling feats and feats from your other parent’s ancestry whenever you gain an ancestry feat."
Halfling,Dhampir,Halfling,Humanoid,Dhampir,Uncommon,None,APG 32,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You are the scion of a vampire, half living and half undead, gifted with uncanny charm and grace, a bloodless pallor, and elongated incisors. You gain the dhampir trait, in addition to the traits from your ancestry. You have the negative healing ability, which means you are harmed by positive damage and healed by negative effects as if you were undead. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from dhampir feats and feats from your ancestry whenever you gain an ancestry feat."
Halfling,Duskwalker,Halfling,Humanoid,Duskwalker,Uncommon,None,APG 38,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Thanks to an ancient bargain, your soul has been reborn as a duskwalker, a planar scion with a connection to psychopomps and the Boneyard. You gain the duskwalker trait in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. Neither your body nor your spirit can ever become undead. You can choose from duskwalker feats and feats from your ancestry whenever you gain an ancestry feat."
Halfling,Ganzi,Halfling,Humanoid,Ganzi,Uncommon,None,LOAG 96,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"Your blood is touched by primal chaos. You gain the ganzi trait in addition to the traits from your ancestry. You gain resistance to a single damage type equal to half your level; at the beginning of each day, determine randomly whether this resistance applies to acid, electricity, or sonic damage. You also gain a +1 circumstance bonus to saving throws against effects that would cause you to gain the controlled condition. You can choose from ganzi feats and feats from your ancestry whenever you gain an ancestry feat."
Halfling,Tiefling,Halfling,Humanoid,Tiefling,Uncommon,None,APG 39,6,Small,25,Constitution,Charisma,Free,Strength,Common,Halfling,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Dwarven, Elven, Gnomish, Goblin, and any other languages to which you have access (such as the languages prevalent in your region).",None,"Darkvision You can see in darkness and dim light just as well as you can see in bright light, though your vision in darkness is in black and white.",None,"You descend from fiends or bear the mark of the fiendish realms, manifesting as some unusual feature that belies your heritage, such as horns or a tail. You gain the tiefling trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from tiefling feats and feats from your ancestry whenever you gain an ancestry feat."
Human,Skilled,Human,Humanoid,None,None,None,CRB 56,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"Your ingenuity allows you to train in a wide variety of skills. You become trained in one skill of your choice. At 5th level, you become an expert in the chosen skill."
Human,Versatile,Human,Humanoid,None,None,None,CRB 56,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"Humanity's versatility and ambition have fueled its ascendance to be the most common ancestry in most nations throughout the world. Select a general feat of your choice for which you meet the prerequisites (as with your ancestry feat, you can select this general feat at any point during character creation)."
Human,Wintertouched,Human,Humanoid,None,None,None,LOCG 11,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"The power of winter flows through you. This heritage is most common among the Jadwiga of Irrisen, due to their descent from Baba Yaga, and certain Erutaki touched by the spirits. You gain cold resistance equal to half your level (minimum 1), and you treat environmental cold effects as if they were one step less extreme (incredible cold becomes extreme, extreme cold becomes severe, and so on)."
Human,Half-Elf,Human,Humanoid,Elf,Half-Elf,None,CRB 56,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"Either one of your parents was an elf, or one or both were half-elves. You have pointed ears and other telltale signs of elf heritage. You gain the elf trait, the half-elf trait, and low-light vision. In addition, you can select elf, half-elf, and human feats whenever you gain an ancestry feat.
"
Human,Half-Orc,Human,Humanoid,Orc,Half-Orc,None,CRB 56,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.",None,"One of your parents was an orc, or one or both were half-orcs. You have a green tinge to your skin and other indicators of orc heritage. You gain the orc trait, the half-orc trait, and low-light vision. In addition, you can select orc, half-orc, and human feats whenever you gain an ancestry feat."
Human,Aasimar,Human,Humanoid,Aasimar,Uncommon,None,APG 34,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"You descend from celestials or were touched by the celestial realms, gaining an air of awe and grace, as well as features distinctive to your celestial forebears. You gain the aasimar trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aasimar feats and feats from your ancestry whenever you gain an ancestry feat."
Human,Aphorite,Human,Humanoid,Aphorite,Uncommon,None,LOAG 75,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"You were born with a connection to Axis, the Plane of Law. You gain the aphorite trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aphorite feats and feats from your ancestry whenever you gain an ancestry feat."
Human,Beastkin,Human,Humanoid,Beastkin,Rare,None,LOAG 79,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"The blood of a beast flows through your veins, granting you the ferocity and might of animals. Only creatures with the humanoid trait can take the beastkin versatile heritage. Choose a type of animal such as bat, eagle, shark, spider, tyrannosaurus, wasp, or wolf. This is the type of animal tied to your heritage and is known as your inherent animal. You gain the beast and beastkin traits, in addition to the traits from your ancestry. You gain the Change Shape ability. You can choose from beastkin feats and feats from your ancestry whenever you gain an ancestry feat.

Change Shape [Single Action]
Concentrate-Polymorph-Primal-Transmutation

You change into your humanoid or hybrid shape. Each shape has a specific, persistent appearance, and most beastkin remain in their hybrid shapes by default. In hybrid shape, you appear as a mix between your ancestry and your inherent animal. While in hybrid shape, you gain a jaws unarmed Strike resembling the features of your inherent animal (fangs for bats, beaks for eagles, mandibles for wasps, and so on). Your jaws deal 1d4 piercing damage, have the agile, finesse, and unarmed traits, and are in the brawling weapon group. In your humanoid shape, you retain the appearance of your original ancestry."
Human,Changeling,Human,Humanoid,Changeling,Uncommon,None,APG 30,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"Your mother was a hag. Your heterochromatic eyes are the most obvious signifier of this parentage, but you likely also have a slighter build, paler skin, and darker hair than most members of your other parent’s ancestry. You gain the changeling trait. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can select from changeling feats and feats from your other parent’s ancestry whenever you gain an ancestry feat."
Human,Dhampir,Human,Humanoid,Dhampir,Uncommon,None,APG 32,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"You are the scion of a vampire, half living and half undead, gifted with uncanny charm and grace, a bloodless pallor, and elongated incisors. You gain the dhampir trait, in addition to the traits from your ancestry. You have the negative healing ability, which means you are harmed by positive damage and healed by negative effects as if you were undead. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from dhampir feats and feats from your ancestry whenever you gain an ancestry feat."
Human,Duskwalker,Human,Humanoid,Duskwalker,Uncommon,None,APG 38,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"Thanks to an ancient bargain, your soul has been reborn as a duskwalker, a planar scion with a connection to psychopomps and the Boneyard. You gain the duskwalker trait in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. Neither your body nor your spirit can ever become undead. You can choose from duskwalker feats and feats from your ancestry whenever you gain an ancestry feat."
Human,Ganzi,Human,Humanoid,Ganzi,Uncommon,None,LOAG 96,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"Your blood is touched by primal chaos. You gain the ganzi trait in addition to the traits from your ancestry. You gain resistance to a single damage type equal to half your level; at the beginning of each day, determine randomly whether this resistance applies to acid, electricity, or sonic damage. You also gain a +1 circumstance bonus to saving throws against effects that would cause you to gain the controlled condition. You can choose from ganzi feats and feats from your ancestry whenever you gain an ancestry feat."
Human,Tiefling,Human,Humanoid,Tiefling,Uncommon,None,APG 39,8,Medium,25,Free,Free,None,None,Common,Additional languages equal to 1 + your Intelligence modifier (if it's positive). Choose from the list of common languages and any other languages to which you have access (such as the languages prevalent in your region).,None,None,None,None,"You descend from fiends or bear the mark of the fiendish realms, manifesting as some unusual feature that belies your heritage, such as horns or a tail. You gain the tiefling trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from tiefling feats and feats from your ancestry whenever you gain an ancestry feat."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 3,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Your lineage stems from azarketis who remain dedicated to their deep-sea roots. Divorced from land society, you're a foreigner to any world above a thousand fathoms deep. You gain darkvision. Your body is dotted with phosphorescent spots that emit a guiding light and help you communicate. The spots—located primarily on your face, arms, and hands—illuminate a 10-foot radius around you with dim light. You can activate, deactivate, or change the arrangement of lights as an action, which has the concentration trait."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 4,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Your heritage traces to azarketis living deep beneath the sea, and you can handle the chilling depths more easily than most. You gain resistance to cold equal to half your level, and you don't treat environmental cold as one degree more severe when you are wet. You adapt to pressure changes from being deep underwater automatically without ill effect."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 5,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Your ancestors had to survive in polluted water that made every breath noxious. You gain poison resistance equal to half your level (minimum 1). Furthermore, you can survive outside of water for 72 hours before you begin to suffocate."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 6,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","You descend from azarketis who migrated to land environments that could support their need for water. Over time, your people adapted to life on land culturally and physically, even resulting in azarketis born with human hair like their Azlanti ancestors. You no longer need to be immersed in water every 24 hours to maintain your skin and can instead mist or wipe your skin with water to live comfortably. Your land Speed is 25 feet, but your swim Speed is only 15 feet."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 7,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.",You live in murky waters and have grown accustomed to life in a low-visibility environment. You need only a successful DC 3 flat check when targeting a concealed creature and a successful DC 9 flat check when targeting a hidden creature.
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 8,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","You come from azarketis who abandoned the oceans for the fresh water of inland life. The varied geography of rivers required you to develop advanced physical skills to swim against rapids, leap through cascading waters, and deftly navigate shallow and narrow channels. When you succeed at an Athletics check to Swim, you get a critical success instead."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 9,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Your fins conceal launchable toxic spines. You have a spine ranged unarmed attack with the unarmed trait that deals 1d4 poison damage, has a range increment of 10 feet, and is in the dart weapon group."
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 10,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Your skin can detect the slightest changes in ocean currents. You gain imprecise wavesense with a range of 30 feet, allowing you to sense motion in the water around you. You also gain a +1 circumstance bonus to Survival checks to Sense Direction in aquatic environments.
"
Azarketi,Ancient Scale,Azarketi,Humanoid,Amphibious,Uncommon,None,AAWS 11,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","You trace your lineage from azarketis who lived their lives among the great oceans and seas of the world. You know how to use the currents and the primal magic of water to guide your attacks. You gain the Underwater Marauder skill feat, and your piercing ranged attacks don't have their range increments halved when fighting underwater targets."
Azarketi,Aasimar,Azarketi,Humanoid,Amphibious,Uncommon,Aasimar,APG 34,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","You descend from celestials or were touched by the celestial realms, gaining an air of awe and grace, as well as features distinctive to your celestial forebears. You gain the aasimar trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aasimar feats and feats from your ancestry whenever you gain an ancestry feat."
Azarketi,Aphorite,Azarketi,Humanoid,Amphibious,Uncommon,Aphorite,LOAG 75,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","You were born with a connection to Axis, the Plane of Law. You gain the aphorite trait, in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from aphorite feats and feats from your ancestry whenever you gain an ancestry feat."
Azarketi,Beastkin,Azarketi,Humanoid,Amphibious,Uncommon,Beastkin,LOAG 79,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","The blood of a beast flows through your veins, granting you the ferocity and might of animals. Only creatures with the humanoid trait can take the beastkin versatile heritage. Choose a type of animal such as bat, eagle, shark, spider, tyrannosaurus, wasp, or wolf. This is the type of animal tied to your heritage and is known as your inherent animal. You gain the beast and beastkin traits, in addition to the traits from your ancestry. You gain the Change Shape ability. You can choose from beastkin feats and feats from your ancestry whenever you gain an ancestry feat.

Change Shape [Single Action]
Concentrate-Polymorph-Primal-Transmutation

You change into your humanoid or hybrid shape. Each shape has a specific, persistent appearance, and most beastkin remain in their hybrid shapes by default. In hybrid shape, you appear as a mix between your ancestry and your inherent animal. While in hybrid shape, you gain a jaws unarmed Strike resembling the features of your inherent animal (fangs for bats, beaks for eagles, mandibles for wasps, and so on). Your jaws deal 1d4 piercing damage, have the agile, finesse, and unarmed traits, and are in the brawling weapon group. In your humanoid shape, you retain the appearance of your original ancestry."
Azarketi,Changeling,Azarketi,Humanoid,Amphibious,Uncommon,Changeling,APG 30,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Your mother was a hag. Your heterochromatic eyes are the most obvious signifier of this parentage, but you likely also have a slighter build, paler skin, and darker hair than most members of your other parent’s ancestry. You gain the changeling trait. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can select from changeling feats and feats from your other parent’s ancestry whenever you gain an ancestry feat."
Azarketi,Dhampir,Azarketi,Humanoid,Amphibious,Uncommon,Dhampir,APG 32,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","You are the scion of a vampire, half living and half undead, gifted with uncanny charm and grace, a bloodless pallor, and elongated incisors. You gain the dhampir trait, in addition to the traits from your ancestry. You have the negative healing ability, which means you are harmed by positive damage and healed by negative effects as if you were undead. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. You can choose from dhampir feats and feats from your ancestry whenever you gain an ancestry feat."
Azarketi,Duskwalker,Azarketi,Humanoid,Amphibious,Uncommon,Duskwalker,APG 38,8,Medium,20,Constitution,Charisma,Free,Wisdom,Common,Alghollthu,"Additional languages equal to your Intelligence modifier (if it's positive). Choose from Aklo, Aquan, Azlanti, Draconic, Elven, and Undercommon and any other languages to which you have access (such as the languages prevalent in your region).",None,"Low-Light Vision You can see in dim light as though it were bright light, so you ignore the concealed condition due to dim light.","Hydration While you are an amphibious being equally as capable on land as in the water, your body requires you to return to aquatic environments at least once in a 24-hour period. You must submerge in water in order to rehydrate your water-acclimated skin. If you fail to do this, your skin begins to crack and your gills become painful. After the first 24 hours outside of water, you take a –1 status penalty to Fortitude saves. After 48 hours, you struggle to breathe air and begin to suffocate until returned to water.","Thanks to an ancient bargain, your soul has been reborn as a duskwalker, a planar scion with a connection to psychopomps and the Boneyard. You gain the duskwalker trait in addition to the traits from your ancestry. You also gain low-light vision, or you gain darkvision if your ancestry already has low-light vision. Neither your body nor your spirit can ever become undead. You can choose from duskwalker feats and feats from your ancestry whenever you gain an ancestry feat."
